TRE_CN,PREV_TRE_CN,PLT_CN,STATECD,THRESHOLD_TYPE,SUBPTYP,SPCD,STATUSCD,DIA,HT,ACTUALHT,CR,STANDING_DEAD_CD,DIAHTCD,CULL,ROUGHCULL,CULLFORM,CULLMSTOP,DECAYCD,TREECLCD,HTDMP,WDLDSTEM,STDORGCD,SITREE,BALIVE,VOLTSGRS,VOLTSGRS_BARK,VOLTSSND,VOLTSSND_BARK,VOLCFGRS_STUMP,VOLCFGRS_STUMP_BARK,VOLCFSND_STUMP,VOLCFSND_STUMP_BARK,VOLCFGRS,VOLCFGRS_BARK,VOLCFGRS_TOP,VOLCFGRS_TOP_BARK,VOLCFSND,VOLCFSND_BARK,VOLCFSND_TOP,VOLCFSND_TOP_BARK,VOLCFNET,VOLCFNET_BARK,VOLCSGRS,VOLCSGRS_BARK,VOLCSSND,VOLCSSND_BARK,VOLCSNET,VOLCSNET_BARK,VOLBFGRS,VOLBFNET,VOLBSGRS,VOLBSNET,DRYBIO_STEM,DRYBIO_STEM_BARK,DRYBIO_STUMP,DRYBIO_STUMP_BARK,DRYBIO_BOLE,DRYBIO_BOLE_BARK,DRYBIO_BRANCH,DRYBIO_FOLIAGE,DRYBIO_AG,DRYBIO_BG,CARBON_AG,CARBON_BG,DRYBIO_SAWLOG,DRYBIO_SAWLOG_BARK,CREATED_DATE,MODIFIED_DATE
1643039528290487,,1237728640290487,72,MICROPLOT,,7290,1,1.0,21,21,20,,1,,,,,,2,,,0,,341.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,7.25481,0.399217,3.533092,0.194419,,,2025-01-16 07:46:33,
1643039529290487,,1237728640290487,72,MICROPLOT,,8713,1,1.0,12,12,15,,1,,,,,,2,,,0,,341.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.68313,0.399217,2.224487,0.189628,,,2025-01-16 07:46:33,
1643039530290487,,1237728640290487,72,MICROPLOT,,7290,1,1.0,17,17,20,,1,,,,,,2,,,0,,341.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.994868,0.194419,,,2025-01-16 07:46:33,
1643038781290487,,1237728614290487,72,MICROPLOT,,6559,1,1.0,14,14,15,,1,,,,,,2,,,0,,91.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.931077,0.399217,0.917262,0.189628,,,2025-01-16 07:46:27,
1643039559290487,,1237728640290487,72,MICROPLOT,,8644,1,1.0,13,13,10,,1,,,,,,2,,,0,,341.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.985688,0.399217,2.368202,0.189628,,,2025-01-16 07:46:33,
1643039535290487,618818691126144,1237728640290487,72,SAWLOG,,8644,1,11.0,68,68,25,,1,0,,,,,2,,,0,,341.1767,,,,,,,,,18.624231,,,,18.624231,,,,18.624231,,,,,,,,,,,,,,,,,,,15.028625,774.05833,180.897562,367.677707,85.926342,,,2025-01-16 07:46:33,
1643039476290487,,1237728640290487,72,SUBPLOT,,7290,1,5.0,38,38,40,,1,0,,,,,3,,,0,,341.1767,,,,,,,,,1.31538,,,,1.31538,,,,1.31538,,,,,,,,,,,,,,,,,,,2.730358,143.041534,16.216956,69.661227,7.897658,,,2025-01-16 07:46:33,
1212391415290487,,807231949290487,72,MICROPLOT,,6443,1,1.0,13,13,10,,1,,,,,,2,,,0,,161.3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.7998,0.399217,0.854905,0.189628,,,2024-12-18 10:47:54,
1212391322290487,,807231948290487,72,MICROPLOT,,8829,1,1.0,10,10,25,,1,,,,,,2,,,0,,18.1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.060742,0.399217,1.85982,0.182842,,,2024-12-18 10:48:19,
1212391337290487,,807231948290487,72,SUBPLOT,,8793,1,5.0,35,35,40,,1,0,,,,,3,,,0,,18.1778,,,,,,,,,1.462299,,,,1.462299,,,,1.462299,,,,,,,,,,,,,,,,,,,2.730358,134.130516,18.02828,63.711995,8.563433,,,2024-12-18 10:48:19,
1212391414290487,,807231949290487,72,MICROPLOT,,8266,1,1.0,5,5,60,,1,,,,,,2,4.0,,0,,161.3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,0.726105,0.399217,0.3449,0.189628,,,2024-12-18 10:47:54,
1212391416290487,,807231949290487,72,MICROPLOT,,6443,1,1.0,14,14,5,,1,,,,,,2,,,0,,161.3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.931077,0.399217,0.917262,0.189628,,,2024-12-18 10:47:54,
249699970010854,,249604254010854,72,MICROPLOT,,6407,1,1.0,17,17,15,,1,,,,,,3,5.3,,0,,94.5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 09:31:06,
249699937010854,249693029010854,249604252010854,72,SUBPLOT,,7808,1,5.0,36,36,25,,1,0,,,,,3,,,0,,32.27,,,,,,,,,1.499408,,,,1.499408,,,,1.499408,,,,,,,,,,,,,,,,,,,2.730358,100.811117,18.485786,47.885281,8.780749,,,2024-12-18 09:31:05,
249699941010854,249693033010854,249604252010854,72,SUBPLOT,,7808,1,5.0,43,43,20,,1,0,,,,,2,,,0,,32.27,,,,,,,,,1.756175,,,,1.756175,,,,1.756175,,,,,,,,,,,,,,,,,,,2.730358,119.348258,21.651396,56.690423,10.284413,,,2024-12-18 09:31:05,
249699969010854,,249604254010854,72,MICROPLOT,,6407,1,1.0,17,17,35,,1,,,,,,3,,,0,,94.5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 09:31:06,
249697946010854,,249604254010854,72,SUBPLOT,,6114,1,5.0,25,25,25,,1,0,,,,,3,,,0,,94.5726,,,,,,,,,1.261744,,,,1.261744,,,,1.261744,,,,,,,,,,,,,,,,,,,2.730358,103.094386,15.555693,48.969833,7.388954,,,2024-12-18 09:31:06,
249697963010854,,249604254010854,72,SUBPLOT,,6114,1,5.0,31,31,15,,1,0,,,,,3,,,0,,94.5726,,,,,,,,,1.490538,,,,1.490538,,,,1.490538,,,,,,,,,,,,,,,,,,,2.730358,121.984276,18.376431,57.942531,8.728805,,,2024-12-18 09:31:06,
249697964010854,249691248010854,249604254010854,72,SUBPLOT,,6114,1,5.0,39,39,9,,1,,,,,,3,,,0,,118.4748,,,,,,,,,1.78066,,,,1.78066,,,,1.78066,,,,,,,,,,,,,,,,,,,2.730358,145.977354,21.953264,69.339243,10.427801,,,2024-12-18 09:31:06,
249698367010854,,249604254010854,72,SUBPLOT,,7298,1,5.0,26,26,35,,1,0,,,,,3,,,0,,94.5726,,,,,,,,,1.122514,,,,1.122514,,,,1.122514,,,,,,,,,,,,,,,,,,,2.730358,106.305925,13.839165,44.648489,5.812449,,,2024-12-18 09:31:06,
249700416010854,,249604254010854,72,SUBPLOT,,7290,1,5.0,25,12,30,,1,0,,,,,3,,,0,,94.5726,,,,,,,,,0.961343,,,,0.961343,,,,0.961343,,,,,,,,,,,,,,,,,,,0.592126,103.094386,11.852132,50.206966,5.771988,,,2024-12-18 09:31:06,
249699590010854,,249604254010854,72,MICROPLOT,,7285,1,1.0,14,14,30,,1,,,,,,3,,,0,,94.5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.283212,0.399217,2.509526,0.189628,,,2024-12-18 09:31:06,
249699591010854,,249604254010854,72,MICROPLOT,,7285,1,1.0,12,12,30,,1,,,,,,3,,,0,,94.5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.68313,0.399217,2.224487,0.189628,,,2024-12-18 09:31:06,
249699171010854,249691446010854,249604255010854,72,SAWLOG,,6443,1,11.0,71,71,25,,1,0,,,,,2,,,0,,112.2259,,,,,,,,,18.837129,,,,18.837129,,,,18.837129,,,,,,,,,,,,,,,,,,,15.028625,800.642007,182.965445,380.304953,86.908586,,,2024-12-18 09:31:07,
249699175010854,,249604255010854,72,SUBPLOT,,6443,1,5.0,59,59,15,,1,0,,,,,2,,,0,,112.2259,,,,,,,,,2.025705,,,,2.025705,,,,2.025705,,,,,,,,,,,,,,,,,,,2.730358,201.792216,24.974356,95.851303,11.862819,,,2024-12-18 09:31:07,
249698322010854,,249604256010854,72,MICROPLOT,,7084,1,1.0,11,11,15,,1,,,,,,3,4.7,,0,,54.8091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.375023,0.399217,2.078136,0.189628,,,2024-12-18 09:31:07,
249699597010854,,249604256010854,72,MICROPLOT,,7717,1,1.0,13,13,10,,1,,,,,,3,,,0,,54.8091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.985688,0.399217,2.368202,0.189628,,,2024-12-18 09:31:07,
249700436010854,249689528010854,249604258010854,72,SUBPLOT,,7290,1,5.0,28,28,30,,1,0,,,,,3,,,0,,64.1596,,,,,,,,,1.04649,,,,1.04649,,,,1.04649,,,,,,,,,,,,,,,,,,,2.730358,112.649793,12.901886,54.860449,6.283218,,,2024-12-18 09:31:07,
249699981010854,,249604260010854,72,MICROPLOT,,8558,1,1.0,15,15,10,,1,,,,,,3,,,0,,101.6858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,2.061886,0.399217,0.979396,0.189628,,,2024-12-18 09:31:08,
249699196010854,,249604265010854,72,SUBPLOT,,8311,1,5.0,12,12,15,,1,0,,,,,3,,,0,,123.8484,,,,,,,,,0.564244,,,,0.564244,,,,0.564244,,,,,,,,,,,,,,,,,,,2.730358,73.653443,6.956408,34.985385,3.304294,,,2024-12-18 09:31:09,
249699198010854,,249604265010854,72,SUBPLOT,,6443,1,5.0,35,35,15,,1,0,,,,,3,,,0,,123.8484,,,,,,,,,1.342385,,,,1.342385,,,,1.342385,,,,,,,,,,,,,,,,,,,2.730358,128.168145,16.549893,60.879869,7.861199,,,2024-12-18 09:31:09,
249699205010854,,249604265010854,72,SUBPLOT,,6443,1,5.0,53,53,10,,1,0,,,,,3,,,0,,123.8484,,,,,,,,,1.861553,,,,1.861553,,,,1.861553,,,,,,,,,,,,,,,,,,,2.730358,188.645231,22.950572,89.606485,10.901522,,,2024-12-18 09:31:09,
249698634010854,,249604240010854,72,SUBPLOT,,7912,1,5.0,36,36,25,,1,0,,,,,2,,,0,,68.4978,,,,,,,,,1.499408,,,,1.499408,,,,1.499408,,,,,,,,,,,,,,,,,,,2.730358,137.11869,18.485786,65.131378,8.780749,,,2024-12-18 09:31:01,
254352979010854,,249605157010854,72,SUBPLOT,,8613,1,5.0,36,36,20,,1,0,,,,,3,,,0,,77.6571,,,,,,,,,1.499408,,,,1.499408,,,,1.499408,,,,,,,,,,,,,,,,,,,2.730358,100.811117,18.485786,47.885281,8.780749,,,2024-12-18 09:44:59,
249713821010854,,249605157010854,72,MICROPLOT,,7063,1,1.0,16,16,40,,1,,,,,,3,5.6,,0,,77.6571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,2.19226,0.399217,1.041324,0.189628,,,2024-12-18 09:44:59,
249716708010854,,249605157010854,72,MICROPLOT,,6651,1,1.0,23,23,15,,1,,,,,,3,,,0,,77.6571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.094707,0.399217,1.469986,0.189628,,,2024-12-18 09:44:59,
249716709010854,,249605157010854,72,MICROPLOT,,6651,1,1.0,14,14,30,,1,,,,,,3,,,0,,77.6571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.931077,0.399217,0.917262,0.189628,,,2024-12-18 09:44:59,
249719804010854,,249605163010854,72,MICROPLOT,,6255,1,1.0,13,13,40,,1,,,,,,3,,,0,,12.9199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:10,
249719949010854,,249605163010854,72,MICROPLOT,,7279,1,1.0,8,8,40,,1,,,,,,3,3.9,,0,,12.9199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.206891,0.399217,1.523273,0.189628,,,2024-12-18 09:51:10,
249720308010854,,249605163010854,72,MICROPLOT,,8425,1,1.0,10,10,60,,1,,,,,,3,,,0,,12.9199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.869176,0.399217,1.837859,0.189628,,,2024-12-18 09:51:10,
249720309010854,,249605163010854,72,MICROPLOT,,8425,1,1.0,10,10,70,,1,,,,,,3,3.9,,0,,12.9199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.869176,0.399217,1.837859,0.189628,,,2024-12-18 09:51:10,
249719764010854,,249605165010854,72,MICROPLOT,,6026,1,1.0,19,19,20,,1,,,,,,3,,,0,,47.6408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.639648,0.399217,3.153833,0.189628,,,2024-12-18 09:51:11,
249719766010854,,249605165010854,72,MICROPLOT,,6026,1,1.0,16,16,10,,1,,,,,,3,4.4,,0,,47.6408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.74583,0.399217,2.729269,0.189628,,,2024-12-18 09:51:11,
249719926010854,,249605165010854,72,MICROPLOT,,7021,1,1.0,9,9,70,,1,,,,,,3,2.8,,0,,47.6408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.540959,0.399217,1.681956,0.189628,,,2024-12-18 09:51:11,
249720306010854,,249605165010854,72,MICROPLOT,,8425,1,1.0,10,10,85,,1,,,,,,3,,,0,,47.6408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.869176,0.399217,1.837859,0.189628,,,2024-12-18 09:51:11,
249719857010854,249694770010854,249605165010854,72,SUBPLOT,,6425,1,5.0,21,21,35,,1,0,,,,,3,4.8,,0,,47.6408,,,,,,,,,1.102598,,,,1.102598,,,,1.102598,,,,,,,,,,,,,,,,,,,2.730358,108.357082,13.593626,51.469614,6.456972,,,2024-12-18 09:51:11,
249719993010854,249694844010854,249605165010854,72,SUBPLOT,,7285,1,5.0,20,20,45,,1,0,,,,,3,,,0,,47.6408,,,,,,,,,1.021001,,,,1.021001,,,,1.021001,,,,,,,,,,,,,,,,,,,2.730358,103.999176,12.587639,49.399609,5.979128,,,2024-12-18 09:51:11,
249720267010854,,249605171010854,72,MICROPLOT,,8344,1,1.0,15,15,55,,1,,,,,,3,,,0,,55.5329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.442157,0.399217,2.585025,0.189628,,,2024-12-18 09:51:11,
249719616010854,,249605169010854,72,MICROPLOT,,303,1,1.0,12,12,5,,2,,,,,,3,,,0,,28.8084,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902144,4.510626,1.126261,2.142547,0.534974,,,2024-12-18 09:51:11,
249719802010854,,249605169010854,72,SUBPLOT,,6255,1,5.0,21,21,30,,1,0,,,,,3,,,0,,28.8084,,,,,,,,,1.102598,,,,1.102598,,,,1.102598,,,,,,,,,,,,,,,,,,,2.730358,108.357082,13.593626,51.469614,6.456972,,,2024-12-18 09:51:11,
249719803010854,,249605169010854,72,SUBPLOT,,6255,1,5.0,24,24,60,,1,0,,,,,3,4.2,,0,,28.8084,,,,,,,,,1.34739,,,,1.34739,,,,1.34739,,,,,,,,,,,,,,,,,,,2.730358,121.240648,16.611599,57.589308,7.890509,,,2024-12-18 09:51:11,
249720272010854,,249605171010854,72,MICROPLOT,,8344,1,1.0,15,15,40,,1,,,,,,3,,,0,,55.5329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.442157,0.399217,2.585025,0.189628,,,2024-12-18 09:51:11,
249719612010854,,249605173010854,72,MICROPLOT,,303,1,1.0,8,8,30,,2,,,,,,3,4.0,,0,,27.9301,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902144,3.206891,1.126261,1.523273,0.534974,,,2024-12-18 09:51:11,
249720244010854,,249605173010854,72,MICROPLOT,,8344,1,1.0,13,13,25,,1,,,,,,3,,,0,,27.9301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:11,
249720247010854,,249605173010854,72,SUBPLOT,,8344,1,5.0,18,18,20,,1,0,,,,,3,5.8,,0,,27.9301,,,,,,,,,0.857806,,,,0.857806,,,,0.857806,,,,,,,,,,,,,,,,,,,2.730358,95.177061,10.575653,45.209104,5.023435,,,2024-12-18 09:51:11,
249719595010854,,249605174010854,72,MICROPLOT,,303,1,1.0,13,13,30,,2,,,,,,3,4.9,,0,,56.7506,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902144,4.824847,1.126261,2.291802,0.534974,,,2024-12-18 09:51:12,
249719601010854,,249605174010854,72,MICROPLOT,,303,1,1.0,11,11,30,,2,,,,,,3,4.7,,0,,56.7506,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.902144,4.192217,1.126261,1.991303,0.534974,,,2024-12-18 09:51:12,
249719796010854,,249605174010854,72,MICROPLOT,,6255,1,1.0,13,13,50,,1,,,,,,3,4.5,,0,,56.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249699942010854,,249604252010854,72,MICROPLOT,,7808,1,1.0,15,15,15,,1,,,,,,3,,,0,,32.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,2.061886,0.399217,0.979396,0.189628,,,2024-12-18 09:31:05,
249719797010854,,249605174010854,72,MICROPLOT,,6255,1,1.0,10,10,50,,1,,,,,,3,2.0,,0,,56.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.869176,0.399217,1.837859,0.189628,,,2024-12-18 09:51:12,
249719798010854,,249605174010854,72,MICROPLOT,,6255,1,1.0,10,10,50,,1,,,,,,3,3.1,,0,,56.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.869176,0.399217,1.837859,0.189628,,,2024-12-18 09:51:12,
249719800010854,,249605174010854,72,MICROPLOT,,6255,1,1.0,18,18,25,,1,,,,,,3,5.1,,0,,56.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.344384,0.399217,3.013582,0.189628,,,2024-12-18 09:51:12,
249720303010854,,249605174010854,72,MICROPLOT,,8425,1,1.0,11,11,80,,1,,,,,,3,,,0,,56.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.192217,0.399217,1.991303,0.189628,,,2024-12-18 09:51:12,
249720304010854,,249605174010854,72,MICROPLOT,,8425,1,1.0,16,16,70,,1,,,,,,3,6.6,,0,,56.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.74583,0.399217,2.729269,0.189628,,,2024-12-18 09:51:12,
249719790010854,,249605174010854,72,SUBPLOT,,6255,1,5.0,17,17,30,,1,0,,,,,3,,,0,,56.7506,,,,,,,,,0.776209,,,,0.776209,,,,0.776209,,,,,,,,,,,,,,,,,,,2.730358,90.70834,9.569666,43.086462,4.545591,,,2024-12-18 09:51:12,
249719791010854,,249605174010854,72,SUBPLOT,,6255,1,5.0,14,14,30,,1,0,,,,,3,,,0,,56.7506,,,,,,,,,0.531417,,,,0.531417,,,,0.531417,,,,,,,,,,,,,,,,,,,2.730358,77.037944,6.551693,36.593023,3.112054,,,2024-12-18 09:51:12,
249720124010854,,249605174010854,72,SUBPLOT,,8208,1,5.0,20,20,50,,1,0,,,,,3,,,0,,56.7506,,,,,,,,,1.021001,,,,1.021001,,,,1.021001,,,,,,,,,,,,,,,,,,,2.730358,103.999176,12.587639,49.399609,5.979128,,,2024-12-18 09:51:12,
249719758010854,,249605175010854,72,MICROPLOT,,6026,1,1.0,13,13,15,,1,,,,,,3,6.2,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249719815010854,,249605175010854,72,MICROPLOT,,6389,1,1.0,11,11,15,,1,,,,,,3,6.1,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.192217,0.399217,1.991303,0.189628,,,2024-12-18 09:51:12,
249719816010854,,249605175010854,72,MICROPLOT,,6389,1,1.0,15,15,20,,1,,,,,,3,6.6,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.442157,0.399217,2.585025,0.189628,,,2024-12-18 09:51:12,
249719820010854,,249605175010854,72,MICROPLOT,,6389,1,1.0,15,15,20,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.442157,0.399217,2.585025,0.189628,,,2024-12-18 09:51:12,
249719912010854,,249605175010854,72,MICROPLOT,,7021,1,1.0,12,12,25,,1,,,,,,3,5.9,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.510626,0.399217,2.142547,0.189628,,,2024-12-18 09:51:12,
249719914010854,,249605175010854,72,MICROPLOT,,7021,1,1.0,13,13,50,,1,,,,,,3,5.6,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249719915010854,,249605175010854,72,MICROPLOT,,7021,1,1.0,12,12,30,,1,,,,,,3,5.5,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.510626,0.399217,2.142547,0.189628,,,2024-12-18 09:51:12,
249719916010854,,249605175010854,72,MICROPLOT,,7021,1,1.0,10,10,30,,1,,,,,,3,4.7,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.869176,0.399217,1.837859,0.189628,,,2024-12-18 09:51:12,
249719917010854,,249605175010854,72,MICROPLOT,,7021,1,1.0,13,13,30,,1,,,,,,3,4.2,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249719919010854,,249605175010854,72,MICROPLOT,,7021,1,1.0,13,13,30,,1,,,,,,3,2.7,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249719920010854,,249605175010854,72,MICROPLOT,,7021,1,1.0,13,13,40,,1,,,,,,3,4.5,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249719923010854,,249605175010854,72,MICROPLOT,,7021,1,1.0,13,13,20,,1,,,,,,3,4.0,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249719983010854,,249605175010854,72,MICROPLOT,,7285,1,1.0,13,13,20,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249719985010854,,249605175010854,72,MICROPLOT,,7285,1,1.0,13,13,40,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249719989010854,,249605175010854,72,MICROPLOT,,7285,1,1.0,11,11,30,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.192217,0.399217,1.991303,0.189628,,,2024-12-18 09:51:12,
249720007010854,,249605175010854,72,MICROPLOT,,7514,1,1.0,18,18,20,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.344384,0.399217,3.013582,0.189628,,,2024-12-18 09:51:12,
249720130010854,,249605175010854,72,MICROPLOT,,8223,1,1.0,16,16,20,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.74583,0.399217,2.729269,0.189628,,,2024-12-18 09:51:12,
249720299010854,,249605175010854,72,MICROPLOT,,8425,1,1.0,13,13,40,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:51:12,
249720300010854,,249605175010854,72,MICROPLOT,,8425,1,1.0,12,12,30,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.510626,0.399217,2.142547,0.189628,,,2024-12-18 09:51:12,
249720301010854,,249605175010854,72,MICROPLOT,,8425,1,1.0,12,12,40,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.510626,0.399217,2.142547,0.189628,,,2024-12-18 09:51:12,
249720312010854,,249605175010854,72,MICROPLOT,,8433,1,1.0,8,8,15,,1,,,,,,3,2.5,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.206891,0.399217,1.523273,0.189628,,,2024-12-18 09:51:12,
249720335010854,,249605175010854,72,MICROPLOT,,8554,1,1.0,14,14,40,,1,,,,,,3,,,0,,78.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.135253,0.399217,2.439245,0.189628,,,2024-12-18 09:51:12,
249719689010854,,249605175010854,72,SUBPLOT,,854,1,5.0,28,28,20,,1,0,,,,,3,,,0,,78.4578,,,,,,,,,2.667754,,,,2.667754,,,,2.667754,,,,,,,,,,,,,,,,,,,2.730358,138.029927,32.890001,60.733168,14.4716,,,2024-12-18 09:51:12,
249719709010854,,249605175010854,72,SUBPLOT,,877,1,5.0,18,18,20,,1,0,,,,,3,,,0,,78.4578,,,,,,,,,0.857806,,,,0.857806,,,,0.857806,,,,,,,,,,,,,,,,,,,2.730358,95.177061,10.575653,45.209104,5.023435,,,2024-12-18 09:51:12,
249719981010854,,249605175010854,72,SUBPLOT,,7285,1,5.0,19,19,30,,1,0,,,,,3,,,0,,78.4578,,,,,,,,,0.939403,,,,0.939403,,,,0.939403,,,,,,,,,,,,,,,,,,,2.730358,99.606545,11.58164,47.313109,5.501279,,,2024-12-18 09:51:12,
249719984010854,,249605175010854,72,SUBPLOT,,7285,1,5.0,30,30,50,,1,0,,,,,3,,,0,,78.4578,,,,,,,,,1.836973,,,,1.836973,,,,1.836973,,,,,,,,,,,,,,,,,,,2.730358,146.27918,22.647532,69.482611,10.757578,,,2024-12-18 09:51:12,
249719910010854,,249605177010854,72,MICROPLOT,,7021,1,1.0,10,10,40,,1,,,,,,3,,,0,,34.4751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.869176,0.399217,1.837859,0.189628,,,2024-12-18 09:51:12,
